ID,VMSID,PrimaryLocation,PrimaryDirection,SecondaryLocation,City,County,AIMSID,AIMSLocationName,Region,Milepost,Latitude,Longitude,IPAddress,VMSLabel,Make,Model,LifeSpanYrs,Availability,Repairability,DateInstalled,EndOfLife,EquipmentNumber,StationID,StationName,ModemPhoneNumber,HasRadar,ITSID
75,135,I-15,NB,4000 S / MP 340.76,RDL,WB,40237,"I-15 NB @ 4000 S / MP 340.76, RDL",R1,340.76, 41.191047,-112.005194,10.234.7.166:161,"I-15 NB @ 4000 S / MP 340.76, RDL",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
76,140,I-80,WB,Echo Canyon / Rest Stop / MP 170.44,NA,SU,20074,"I-80 WB @ Echo Canyon / Rest Stop / MP 170.44, SU",R2,170.44, 40.998969,-111.392900,166.241.189.4:200,"I-80 WB @ Echo Canyon / Rest Stop / MP 170.44, SU",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
77,145,I-15,NB,1900 N / MP 311.16,SLC,SL,20075,"I-15 NB @ 1900 N / MP 311.16, SLC",R2,311.16, 40.807069,-111.923152,10.204.13.154:161,"I-15 NB @ 1900 N / MP 311.16, SLC",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
78,150,State St / US-89,NB,9165 S,SND,SL,20076,"State St / US-89 NB @ 9165 S / MP 366.25, SND",R2,366.25, 40.585244,-111.890667,10.208.14.50:161,"State St / US-89 NB @ 9165 S / MP 366.25, SND",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
79,155,State St / US-89,SB,10500 S,SND,SL,20077,"State St / US-89 SB @ 10500 S, SND",R2,364.51, 40.560122,-111.891039,10.208.14.62:161,"State St / US-89 SB @ 10500 S, SND",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
80,157,10600 S,WB,80 E,SND,SL,20051,"10600 S WB @ 80 E, SND",R2,NA, 40.558983,-111.889056,10.208.14.38:161,"10600 S WB @ 80 E, SND",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
81,160,State St / US-89,NB,10700 S,SND,SL,20078,"State St / US-89 NB @ 10700 S, SND",R2,364.27, 40.556603,-111.890608,10.208.14.74:161,"State St / US-89 NB @ 10700 S, SND",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
82,170,Little Cottonwood Rd / 3335 E / SR-209,EB,Old Wasatch Blvd / 9710 S,GNT,SL,15391,"Little Cottonwood Rd / 3335 E / SR-209 EB @ Old Wasatch Blvd / 9710 S, SL",R2,13.24, 40.574339,-111.799767,10.201.12.178:161,"Little Cottonwood Rd / 3335 E / SR-209 EB @ Old Wasatch Blvd / 9710 S, SL",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
83,175,Charleston Rd / 3600 W / SR-113,SB,US-189,CHR,WA,15434,"Charleston Rd / 3600 W / SR-113 SB @ US-189, CHR",R3,0.12, 40.457578,-111.471797,10.157.6.78:161,"Charleston Rd / 3600 W / SR-113 SB @ US-189, CHR",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
84,180,US-189,SB,Milepost 25.34,CHR,WA,15435,"US-189 SB @ Milepost 25.34, CHR",R3,25.34, 40.460578,-111.465672,10.157.6.14:161,"US-189 SB @ Milepost 25.34, CHR",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
85,185,300 W / John Stockton Dr / US-89,NB,50 N,SLC,SL,20082,"300 W / John Stockton Dr / US-89 NB @ 50 N, SLC",R2,379.8, 40.770172,-111.899656,10.204.10.62:161,"300 W / John Stockton Dr / US-89 NB @ 50 N, SLC",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
86,190,400 S / University Blvd / US-89,WB,250 W,SLC,SL,20083,"400 S / University Blvd / US-89 WB @ 250 W, SLC",R2,379.05, 40.760766,-111.897810,10.211.5.154:161,"400 S / University Blvd / US-89 WB @ 250 W, SLC",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
87,195,500 S / Cesar E Chavez Blvd / SR-269,WB,250 W,SLC,SL,20084,"500 S / Cesar E Chavez Blvd / SR-269 WB @ 250 W, SLC",R2,1.38, 40.758603,-111.897366,10.211.5.178:161,"500 S / Cesar E Chavez Blvd / SR-269 WB @ 250 W, SLC",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
88,197,University Ave / US-189,NB,5800 N,PVO,UT,20085,"University Ave / US-189 NB @ 5800 N, PVO",R3,7.21, 40.309925,-111.655386,10.166.9.142:161,"University Ave / US-189 NB @ 5800 N, PVO",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
89,198,800 N / SR-52,EB,1500 E,ORM,UT,20086,"800 N / SR-52 EB @ 1500 E, ORM",R3,3.89, 40.311944,-111.661053,10.166.10.14:161,"800 N / SR-52 EB @ 1500 E, ORM",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
90,199,I-15,NB,600 S / MP 255,SPF,UT,15131,"I-15 NB @ 600 S / MP 255, SPF",R3,255.06, 40.103122,-111.683700,10.157.7.14:161,"I-15 NB @ 600 S / MP 255, SPF",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
91,201,Legacy Pkwy / SR-67,NB,100 S / MP 0.88,NSL,DA,20088,"Legacy Pkwy / SR-67 NB @ 100 S / MP 0.88, NSL",R1,0.88, 40.839172,-111.941611,10.203.8.14:161,"Legacy Pkwy / SR-67 NB @ 100 S / MP 0.88, NSL",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
92,202,Redwood Rd / SR-68,NB,500 S / SR-68,WXS,DA,20089,"Redwood Rd / SR-68 NB @ 500 S / SR-68, WXS",R1,67.2, 40.882814,-111.929778,10.203.8.154:502,"Redwood Rd / SR-68 NB @ 500 S / SR-68, WXS",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
93,203,500 S / SR-68,WB,Redwood Rd / SR-68,WXS,DA,31097,"500 S / SR-68 WB @ Redwood Rd / SR-68, WXS",R1,67.25, 40.884178,-111.929683,10.203.10.142:502,"500 S / SR-68 WB @ Redwood Rd / SR-68, WXS",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
94,204,Legacy Pkwy / SR-67,NB,1100 N / MP 5.36,WBN,DA,20091,"Legacy Pkwy / SR-67 NB @ 1100 N / MP 5.36, WBN",R1,5.36, 40.900383,-111.925833,10.203.8.191:161,"Legacy Pkwy / SR-67 NB @ 1100 N / MP 5.36, WBN",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
95,205,Legacy Pkwy / SR-67,SB,Pages Ln / MP 5.93,WBN,DA,20092,"Legacy Pkwy / SR-67 SB @ Pages Ln / MP 5.93, WBN",R1,5.93, 40.906103,-111.918442,10.203.9.14:161,"Legacy Pkwy / SR-67 SB @ Pages Ln / MP 5.93, WBN",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
96,206,1250 W,NB,Parrish Ln / 400 N / SR-105,CVL,DA,20093,"1250 W NB @ Parrish Ln / 400 N / SR-105, CVL",R1,NA, 40.920828,-111.896781,10.203.9.154:502,"1250 W NB @ Parrish Ln / 400 N / SR-105, CVL",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
97,207,1250 W,SB,Parrish Ln / 400 N / SR-105,CVL,DA,20094,"1250 W SB @ Parrish Ln / 400 N / SR-105, CVL",R1,NA, 40.922286,-111.897017,10.203.9.155:502,"1250 W SB @ Parrish Ln / 400 N / SR-105, CVL",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
98,208,Parrish Ln / 400 N / SR-105,WB,1250 W,CVL,DA,20095,"Parrish Ln / 400 N / SR-105 WB @ 1250 W, CVL",R1,0.2, 40.921656,-111.896642,10.203.9.156:502,"Parrish Ln / 400 N / SR-105 WB @ 1250 W, CVL",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
99,209,Legacy Pkwy / SR-67,NB,1550 S / MP 9.86,FRM,DA,15277,"Legacy Pkwy / SR-67 NB @ 1550 S / MP 9.8, FRM",R1,9.86, 40.955614,-111.892417,10.203.10.14:161,"Legacy Pkwy / SR-67 NB @ 1550 S / MP 9.8, FRM",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
100,210,Legacy Pkwy / SR-67,SB,250 S / MP 11.31,FRM,DA,20097,"Legacy Pkwy / SR-67 SB @ 250 S / MP 11.31, FRM",R1,11.31, 40.976153,-111.897500,10.203.10.38:161,"Legacy Pkwy / SR-67 SB @ 250 S / MP 11.31, FRM",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
101,211,Park Ln / SR-225,EB,I-15,FRM,DA,20098,"Park Ln / SR-225 EB @ I-15, FRM",R1,0.47, 40.988106,-111.907044,10.232.6.26:502,"Park Ln / SR-225 EB @ I-15, FRM",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
102,212,I-15,SB,Park Ln / SR-225 / Legacy Pkwy / SR-67 Connector / MP 324.52,FRM,DA,20099,"I-15 SB @ Park Ln / SR-225 / Legacy Pkwy / SR-67 Connector / MP 324.52, FRM",R1,324.52, 40.989847,-111.907153,10.232.6.78:502,"I-15 SB @ Park Ln / SR-225 / Legacy Pkwy / SR-67 Connector / MP 324.52, FRM",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
103,213,US-89,SB,Shepard Ln Off Ramp / MP 397.12,FRM,DA,20100,"US-89 SB @ Shepard Ln Off Ramp / MP 397.12, FRM",R1,397.12,41.004510,-111.909926,10.232.6.206:502,"US-89 SB @ Shepard Ln Off Ramp / MP 397.12, FRM",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
104,214,US-89,SB,1000 N / MP 396.55,FRM,DA,20101,"US-89 SB @ 1000 N / MP 396.55, FRM",R1,396.55, 40.996847,-111.905944,10.232.6.236:502,"US-89 SB @ 1000 N / MP 396.55, FRM",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
105,215,US-89,SB,Main St / SR-106 / SR-273 / MP 397.58,FRM,DA,5206,"US-89 SB @ Main St / SR-106 / SR-273 / MP 397.58, FRM",R1,397.58, 41.011806,-111.912189,10.232.7.14:502,"US-89 SB @ Main St / SR-106 / SR-273 / MP 397.58, FRM",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
106,216,Park Ln / SR-225,WB,I-15 / US-89,FRM,DA,20103,"Park Ln / SR-225 WB @ I-15 / US-89, FRM",R1,0.71, 40.990931,-111.904225,10.232.7.142:502,"Park Ln / SR-225 WB @ I-15 / US-89, FRM",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
107,217,US-89,SB,Park Ln / SR-225 / Legacy Pkwy / SR-67 Connector / MP 396.23,FRM,DA,20104,"US-89 SB @ Park Ln / SR-225 / Legacy Pkwy / SR-67 Connector / MP 396.23, FRM",R1,396.23, 40.991811,-111.903367,10.232.7.154:502,"US-89 SB @ Park Ln / SR-225 / Legacy Pkwy / SR-67 Connector / MP 396.23, FRM",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
108,218,I-15,SB,Burke Ln / 700 N / MP 324.79,FRM,DA,20105,"I-15 SB @ Burke Ln / 700 N / MP 324.79, FRM",R1,324.79, 40.992144,-111.911311,10.232.8.14:502,"I-15 SB @ Burke Ln / 700 N / MP 324.79, FRM",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
109,219,I-15,SB,900 N / MP 325.07,FRM,DA,20106,"I-15 SB @ 900 N / MP 325.07, FRM",R1,325.07, 40.994625,-111.915350,10.232.8.26:502,"I-15 SB @ 900 N / MP 325.07, FRM",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
110,220,I-15,SB,Shepard Ln / 1200 N / MP 325.66,FRM,DA,20107,"I-15 SB @ Shepard Ln / 1200 N / MP 325.66, FRM",R1,325.66, 41.000292,-111.923878,10.232.8.50:502,"I-15 SB @ Shepard Ln / 1200 N / MP 325.66, FRM",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
111,221,I-15,SB,1900 S / MP 326.08,KAY,DA,20108,"I-15 SB @ 1900 S / MP 326.08, KAY",R1,326.08, 41.004142,-111.930003,10.232.8.74:502,"I-15 SB @ 1900 S / MP 326.08, KAY",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
112,222,I-215 W,NB,2100 N / MP 25.63,SLC,SL,20109,"I-215 W NB @ 2100 N / MP 25.63, SLC",R2,25.63, 40.812575,-111.948939,10.206.5.102:502,"I-215 W NB @ 2100 N / MP 25.63, SLC",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
113,223,I-215 W,NB,1700 N / MP 25.12,SLC,SL,20110,"I-215 W NB @ 1700 N / MP 25.12, SLC",R2,25.12, 40.805394,-111.949086,10.204.5.26:502,"I-215 W NB @ 1700 N / MP 25.12, SLC",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
114,224,I-215 W,NB,2300 N / 2100 N On Ramp / MP 25.9,SLC,SL,20111,"I-215 W NB @ 2300 N / 2100 N On Ramp / MP 25.9, SLC",R2,25.9, 40.816553,-111.948872,10.206.5.96:502,"I-215 W NB @ 2300 N / 2100 N On Ramp / MP 25.9, SLC",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
115,225,I-215 W,NB,2400 N / MP 26.13,SLC,SL,20112,"I-215 W NB @ 2400 N / MP 26.13, SLC",R2,26.13, 40.819814,-111.949031,10.204.5.38:502,"I-215 W NB @ 2400 N / MP 26.13, SLC",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
116,226,I-215 W,NB,2600 N / MP 26.58,SLC,SL,20113,"I-215 W NB @ 2600 N / MP 26.58, SLC",R2,26.58, 40.826219,-111.947458,10.204.5.33:502,"I-215 W NB @ 2600 N / MP 26.58, SLC",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
117,227,I-215 W,SB,2600 N / MP 26.61,SLC,SL,20114,"I-215 W SB @ 2600 N / MP 26.61, SLC",R2,26.61, 40.826678,-111.947964,10.204.5.44:161,"I-215 W SB @ 2600 N / MP 26.61, SLC",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
118,300,I-15,NB,Milepost 0.28,STG,WN,20115,"I-15 NB @ Milepost 0.28, STG",R4,0.28, 37.003542,-113.620306,10.133.8.86:161,"I-15 NB @ Milepost 0.28, STG",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
119,305,I-15,NB,Milepost 14.02,WAS,WN,15684,"I-15 NB @ Milepost 14.02, WAS",R4,14.06, 37.154232,-113.479009,10.133.11.142:161,"I-15 NB @ Milepost 14.02, WAS",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
120,387,Region 2 / Portable,NA,Wanco # 387,NA,NA,5854,Region 2 / Portable Wanco # 387,R2,NA,NA,NA,801-419-5288,Region 2 / Portable Wanco # 387,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
121,550,I-15,NB,I-70 / Cove Fort / MP 130.15,NA,BV,16000,"I-15 NB @ I-70 / Cove Fort / MP 130.15, BV",R4,130.2, 38.548550,-112.607478,10.131.5.178:161,"I-15 NB @ I-70 / Cove Fort / MP 130.15, BV",NA,NA,NA,FALSE,FALSE,11/1/2010,NA,NA,NA,NA,NA,FALSE,NA
122,555,I-15,SB,I-70 / Cove Fort / MP 135.25,NA,MD,15999,"I-15 SB @ I-70 / Cove Fort / MP 135.3, MD",R4,135.22, 38.606281,-112.609439,10.131.5.154:161,"I-15 SB @ I-70 / Cove Fort / MP 135.25, MD",NA,NA,NA,FALSE,FALSE,11/1/2010,NA,NA,NA,NA,NA,FALSE,NA
123,560,I-70,WB,I-15 / Cove Fort / MP 2.4,NA,MD,5855,"I-70 WB @ I-15 / Cove Fort / MP 2.4, MD",R4,2.3, 38.594562,-112.570340,10.131.5.190:161,"I-70 WB @ I-15 / Cove Fort / MP 2.4, MD",NA,NA,NA,FALSE,FALSE,11/1/2010,NA,NA,NA,NA,NA,FALSE,NA
125,600,500 W / US-89,NB,100 S,PVO,UT,6265,"500 W / US-89 NB @ 100 S, PVO",R3,334.77, 40.232478,-111.667283,10.166.6.236:200,"500 W / US-89 NB @ 100 S, PVO",NA,NA,NA,FALSE,FALSE,11/1/2010,NA,NA,NA,NA,NA,FALSE,NA
126,601,University Pkwy / SR-265,WB,State St / US-89,ORM,UT,6266,"University Pkwy / SR-265 WB @ State St / US-89, ORM",R3,2.4, 40.273564,-111.682285,10.164.7.74:200,"University Pkwy / SR-265 WB @ State St / US-89, ORM",NA,NA,NA,FALSE,FALSE,11/1/2010,NA,NA,NA,NA,NA,FALSE,NA
127,602,State St / US-89,NB,University Pkwy / SR-265,ORM,UT,6267,"State St / US-89 NB @ University Pkwy / SR-265, ORM",R3,337.72, 40.271228,-111.683348,10.164.7.62:200,"State St / US-89 NB @ University Pkwy / SR-265, ORM",NA,NA,NA,FALSE,FALSE,11/1/2010,NA,NA,NA,NA,NA,FALSE,NA
128,603,Center St,WB,State St / US-89,ORM,UT,6268,"Center St WB @ State St / US-89, ORM",R3,NA, 40.297233,-111.692114,10.164.7.38:200,"Center St WB @ State St / US-89, ORM",NA,NA,NA,FALSE,FALSE,11/1/2010,NA,NA,NA,NA,NA,FALSE,NA
129,604,State St / US-89,NB,Center St,ORM,UT,6269,"State St / US-89 NB @ Center St, ORM",R3,339.46, 40.294999,-111.693826,10.164.7.26:200,"State St / US-89 NB @ Center St, ORM",NA,NA,NA,FALSE,FALSE,11/1/2010,NA,NA,NA,NA,NA,FALSE,NA
130,605,800 N / SR-52,WB,State St / US-89,ORM,UT,6270,"800 N / SR-52 WB @ State St / US-89, ORM",R3,2.02, 40.312086,-111.696404,10.163.5.86:200,"800 N / SR-52 WB @ State St / US-89, ORM",NA,NA,NA,FALSE,FALSE,11/1/2010,NA,NA,NA,NA,NA,FALSE,NA
131,606,State St / US-89,NB,800 N / SR-52,ORM,UT,6271,"State St / US-89 NB @ 800 N / SR-52, ORM",R3,340.52, 40.309444,-111.700151,10.163.5.74:200,"State St / US-89 NB @ 800 N / SR-52, ORM",NA,NA,NA,FALSE,FALSE,11/1/2010,NA,NA,NA,NA,NA,FALSE,NA
132,607,1600 N,WB,State St / US-89,ORM,UT,6272,"1600 N WB @ State St / US-89, ORM",R3,NA, 40.326620,-111.705850,10.163.8.190:200,"1600 N WB @ State St / US-89, ORM",NA,NA,NA,FALSE,FALSE,11/1/2010,NA,NA,NA,NA,NA,FALSE,NA
133,608,State St / US-89,NB,1600 N,ORM,UT,6273,"State St / US-89 NB @ 1600 N, ORM",R3,341.6, 40.323852,-111.706492,10.163.8.178:200,"State St / US-89 NB @ 1600 N, ORM",NA,NA,NA,FALSE,FALSE,11/1/2010,NA,NA,NA,NA,NA,FALSE,NA
134,609,Pleasant Grove Blvd,WB,2000 W,PLG,UT,6274,"Pleasant Grove Blvd WB @ 2000 W, PLG",R3,NA, 40.353080,-111.765392,10.162.6.202:200,"Pleasant Grove Blvd WB @ 2000 W, PLG",NA,NA,NA,FALSE,FALSE,3/1/2011,NA,NA,NA,NA,NA,FALSE,NA
135,610,"1600 N, ORM / 600 S, LDN",WB,"1250 W, ORM / 450 W, LDN",LDN,UT,5872,"1600 N, ORM / 600 S, LDN WB @ 1250 W, ORM / 450 W, LDN",R3,NA, 40.326454,-111.725838,10.163.6.98:200,"1600 N, ORM / 600 S, LDN WB @ 1250 W, ORM / 450 W, LDN",NA,NA,NA,FALSE,FALSE,3/1/2011,NA,NA,NA,NA,NA,FALSE,NA
136,611,800 N / SR-52,WB,900 W,ORM,UT,6300,"800 N / SR-52 WB @ 900 W, ORM",R3,0.9, 40.312154,-111.717666,10.163.7.8:200,"800 N / SR-52 WB @ 900 W, ORM",NA,NA,NA,FALSE,FALSE,3/1/2011,NA,NA,NA,NA,NA,FALSE,NA
137,612,Center St,WB,900 W,ORM,UT,6275,"Center St WB @ 900 W, ORM",R3,NA, 40.297251,-111.716711,10.163.5.238:200,"Center St WB @ 900 W, ORM",NA,NA,NA,FALSE,FALSE,3/1/2011,NA,NA,NA,NA,NA,FALSE,NA
138,613,University Pkwy / SR-265,WB,450 W,ORM,UT,5873,"University Pkwy / SR-265 WB @ 450 W, ORM",R3,1.13, 40.273740,-111.706248,10.164.5.122:200,"University Pkwy / SR-265 WB @ 450 W, ORM",NA,NA,NA,FALSE,FALSE,3/1/2011,NA,NA,NA,NA,NA,FALSE,NA
139,614,Center St / SR-114,WB,600 W,PVO,UT,5858,"Center St / SR-114 WB @ 600 W, PVO",R3,0.1, 40.233879,-111.669421,10.166.6.242:200,"Center St / SR-114 WB @ 600 W, PVO",NA,NA,NA,FALSE,FALSE,3/1/2011,NA,NA,NA,NA,NA,FALSE,NA
140,625,Pioneer Crossing / SR-145,EB,700 E,LHI,UT,30585,"Pioneer Crossing / SR-145 EB @ 700 E, LHI",R3,4.32, 40.374925,-111.837183,10.168.5.190:161,"Pioneer Crossing / SR-145 EB @ 700 E, LHI",NA,NA,NA,FALSE,FALSE,12/1/2010,NA,NA,NA,NA,NA,FALSE,NA
141,100012,Big Cottonwood Canyon Rd / SR-190,EB,Mouth of Big Cottonwood Canyon,CWH,SL,20129,"Big Cottonwood Canyon Rd / SR-190 EB @ Mouth of Big Cottonwood Canyon, CWH",R2,2.01, 40.619197,-111.786097,10.201.11.166:161,"Big Cottonwood Canyon Rd / SR-190 EB @ Mouth of Big Cottonwood Canyon, CWH",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
142,100013,Little Cottonwood Canyon Rd / SR-210,EB,Little Cottonwood Rd / SR-209,NA,SL,15390,"Little Cottonwood Canyon Rd / SR-210 EB @ Little Cottonwood Rd / SR-209, SL",R2,3.87, 40.572386,-111.776203,10.201.12.142:161,"Little Cottonwood Canyon Rd / SR-210 EB @ Little Cottonwood Rd / SR-209, SL",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
143,100025,6200 S / Big Cottonwood Rd / SR-190,EB,3150 E / Big Cottonwood,HDY,SL,20131,"6200 S / Big Cottonwood Rd / SR-190 @ 3150 E / Big and Little Cottonwood, HDY",R2,0.41, 40.635267,-111.803378,10.201.11.27:161,"6200 S / Big Cottonwood Rd / SR-190 EB @ 3150 E / Big Cottonwood, HDY",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
144,100026,6200 S / Big Cottonwood Rd / SR-190,EB,3150 E / Little Cottonwood,HDY,SL,20131,"6200 S / Big Cottonwood Rd / SR-190 @ 3150 E / Big and Little Cottonwood, HDY",R2,0.41, 40.635267,-111.803378,10.201.11.26:161,"6200 S / Big Cottonwood Rd / SR-190 EB @ 3150 E / Little Cottonwood, HDY",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
145,100027,I-80,EB,Wendover / UT MP -1.4 / NV MP 409.25,WEN,NA,20133,"I-80 EB @ Wendover / UT MP -1.4 / NV MP 409.25, WEN",R2,1.37, 40.742808,-114.068364,166.241.189.2:200,"I-80 EB @ Wendover / UT MP -1.4 / NV MP 409.25, WEN",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
146,100201,TOC / Portable,NA,Wanco # 47,NA,NA,5847,TOC / Portable Wanco # 47,TOC,NA,NA,NA,10.252.7.14:5102,TOC / Portable Wanco # 47,Wanco,Adaptive,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
