ID,VMSID,PrimaryLocation,PrimaryDirection,SecondaryLocation,City,County,AIMSID,AIMSLocationName,Region,Milepost,Latitude,Longitude,IPAddress,VMSLabel,Make,Model,LifeSpanYrs,Availability,Repairability,DateInstalled,EndOfLife,EquipmentNumber,StationID,StationName,ModemPhoneNumber,HasRadar,ITSID
217,100210,Big Cottonwood Canyon Rd / SR-190,WB,Solitude West / MP 14.17,NA,SL,6681,"Big Cottonwood Canyon Rd / SR-190 WB @ Solitude West / MP 14.17, SL",R2,14.17, 40.623981,-111.597294,10.252.202.142:502,"Big Cottonwood Canyon Rd / SR-190 WB @ Solitude West / MP 14.17, SL (Chain-Up)",Adam,Chain-Up,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
218,100211,Big Cottonwood Canyon Rd / SR-190,WB,Solitude East / MP 14.54,NA,SL,6682,"Big Cottonwood Canyon Rd / SR-190 WB @ Solitude East / MP 14.54, SL",R2,14.54, 40.621058,-111.591652,10.252.202.14:502,"Big Cottonwood Canyon Rd / SR-190 WB @ Solitude East / MP 14.54, SL (Chain-Up)",Adam,Chain-Up,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
219,100212,Big Cottonwood Canyon Rd / SR-190,WB,Brighton / MP 16.54,NA,SL,6683,"Big Cottonwood Canyon Rd / SR-190 WB @ Brighton / MP 16.54, SL",R2,16.54, 40.599553,-111.582778,10.252.202.142:502,"Big Cottonwood Canyon Rd / SR-190 WB @ Brighton / MP 16.54, SL (Chain-Up)",Adam,Chain-Up,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
220,100215,I-15,SB,11200 S / MP 292.82,SJO,SL,6700,"I-15 SB @ 11200 S / MP 292.82, SJO",R2,292.82, 40.547423,-111.895890,10.212.7.15:161,"I-15 SB @ 11200 S / MP 292.82, SJO",Daktronics,BI Tran,10,TRUE,TRUE,12/1/2015,12/1/2025,NA,NA,NA,NA,FALSE,NA
221,100214,Region 2 / IMT Portable,NA,Wanco # 388,NA,NA,6701,Region 2 / IMT Portable Wanco # 388,R2,NA,NA,NA,166.154.68.77:5102,Region 2 / IMT Portable Wanco # 388,Wanco,Portable,NA,FALSE,FALSE,12/1/2015,NA,NA,NA,NA,NA,FALSE,NA
222,100213,I-70,EB,I-15 / Cove Fort / MP 0.7,NA,MD,6702,"I-70 EB @ I-15 / Cove Fort / MP 0.7, MD",R4,0.7, 38.581590,-112.594941,10.135.5.142:5102,"I-70 EB @ I-15 / Cove Fort / MP 0.7, MD",Wanco,NA,NA,FALSE,FALSE,12/1/2015,NA,NA,NA,NA,NA,FALSE,NA
223,100225,Provo Canyon Rd / US-189,EB,Canyon Glen Park / MP 9.93,NA,UT,6718,"Provo Canyon Rd / US-189 EB @ Canyon Glen Park / MP 9.93, UT",R3,9.93, 40.328817,-111.620090,10.166.9.190:5000,"Provo Canyon Rd / US-189 EB @ Canyon Glen Park / MP 9.93, UT",Wanco,NTCIP,NA,FALSE,FALSE,3/1/2016,NA,NA,NA,NA,NA,FALSE,NA
224,100217,Timpanogos Hwy  / 11000 N / SR-92,WB,6400 W,HLD,UT,16253,"Timpanogos Hwy / 11000 N / SR-92 @ 6400 W, HLD",R3,4.26, 40.431938,-111.812909,10.212.21.62:5000,"Timpanogos Hwy / 11000 N / SR-92 @ 6400 W, HLD",WANCO,NTCIP,NA,FALSE,FALSE,3/17/2016,NA,NA,NA,NA,NA,FALSE,NA
225,100218,Little Cottonwood Canyon Rd / SR-210,EB,White Pine Parking / MP 9.26,NA,SL,6719,"Little Cottonwood Canyon Rd / SR-210 @ White Pine Parking / MP 9.26, SL",R2,9.26, 40.575686,-111.681188,10.201.15.202:502,"(Avalanche Warning) Little Cottonwood Canyon Rd / SR-210 @ White Pine Parking / MP 9.26, SL",BI Tran,Avalanche Warning Sign,NA,FALSE,FALSE,3/21/2016,NA,NA,NA,NA,NA,FALSE,NA
226,100219,Little Cottonwood Canyon Rd / SR-210,WB,Milepost 11.95,ALT,SL,6720,"Little Cottonwood Canyon Rd / SR-210 @ Milepost 11.95, ALT",R2,11.95, 40.590432,-111.637496,10.201.16.98:502,"(Avalanche Warning) Little Cottonwood Canyon Rd / SR-210 @ Milepost 11.95, ALT",BI Tran,Avalanche Warning Sign,NA,FALSE,FALSE,3/21/2016,NA,NA,NA,NA,NA,FALSE,NA
227,100221,US-6,SB,1000 N / MP 231.74,HLP,CC,15539,"US-6 @ 1000 N / MP 231.74, HLP",R3,231.74, 39.701114,-110.868484,10.157.5.220:161,"US-6 SB/EB @ 1000 N / MP 231.74, HLP",Daktronics,Bi Tran,NA,FALSE,FALSE,5/31/2016,NA,NA,NA,NA,NA,FALSE,NA
228,100223,Provo Canyon Rd / US-189,EB,Canyon View Park / MP 8.46,PVO,UT,15425,"Provo Canyon Rd / US-189 @ Canyon View Park / MP 8.46, PVO",R3,8.46, 40.323737,-111.643247,10.166.9.154:5000,"Provo Canyon Rd / US-189 EB @ Canyon View Park / MP 8.46, PVO",Wanco,NTCIP,NA,FALSE,FALSE,6/30/2016,NA,NA,NA,NA,NA,FALSE,NA
229,100224,Provo Canyon Rd / US-189,WB,Springdell / MP 9.68,NA,UT,6735,"Provo Canyon Rd / US-189 @ Springdell / MP 9.68, UT",R3,9.68, 40.328739,-111.625156,10.166.9.178:5000,"Provo Canyon Rd / US-189 WB @ Springdell / MP 9.68, UT",Wanco,NTCIP,NA,FALSE,FALSE,6/30/2016,NA,NA,NA,NA,NA,FALSE,NA
230,100226,Provo Canyon Rd / US-189,WB,Nunns Park / MP 10.96,NA,UT,6742,"Provo Canyon Rd / US-189 WB @ Nunns Park / MP 10.96, UT",R3,10.96, 40.339986,-111.607684,10.252.9.142:5000,"Provo Canyon Rd / US-189 WB @ Nunns Park / MP 10.96, UT",Wanco,NTCIP,NA,FALSE,FALSE,6/30/2016,NA,NA,NA,NA,NA,FALSE,NA
231,100227,Provo Canyon Rd / US-189,EB,Little Deer Creek Cir / MP 17.32,NA,WA,6743,"Provo Canyon Rd / US-189 EB @ Little Deer Creek Cir / MP 17.32, WA",R3,17.32, 40.401886,-111.533707,10.166.10.98:5000,"Provo Canyon Rd / US-189 EB @ Little Deer Creek Cir / MP 17.32, WA",Wanco,NTCIP,NA,FALSE,FALSE,6/30/2016,NA,NA,NA,NA,NA,FALSE,NA
232,100228,US-189,WB,Deer Creek Reservoir / MP 18.85,NA,WA,6744,"US-189 WB @ Deer Creek Reservoir / MP 18.85, WA",R3,18.85, 40.411505,-111.510419,10.170.5.14:5000,"US-189 WB @ Deer Creek Reservoir / MP 18.85, WA",Wanco,NTCIP,NA,FALSE,FALSE,6/30/2016,NA,NA,NA,NA,NA,FALSE,NA
233,100229,Timpanogos Hwy / 3500 N / SR-92,WB,1100 E,LHI,UT,6827,"Timpanogos Hwy / 3500 N / SR-92 WB @ 1100 E, LHI",R3,3.24, 40.432289,-111.832244,10.212.23.140:2101,"(Commuter Lane Closed Flasher) Timpanogos Hwy / 3500 N / SR-92 WB @ 1100 E, LHI",ADAM,Flasher,NA,FALSE,FALSE,9/8/2016,NA,NA,NA,NA,NA,FALSE,NA
234,100230,State St / US-89,SB,1350 S / MP 225.8,SLA,SE,6825,"State St / US-89 SB @ 1350 S / MP 225.8, SLA",R4,225.8, 38.939496,-111.854714,10.142.6.14:5102,"State St / US-89 SB @ 1350 S / MP 225.8, SLA",Wanko,NTCIP,NA,FALSE,FALSE,9/8/2016,NA,NA,NA,NA,NA,FALSE,NA
235,100231,I-15,NB,East Bay / MP 262.4,SPV,UT,6826,"I-15 NB @ East Bay / MP 262.4, UT",R3,262.4, 40.195879,-111.648739,10.167.7.202:161,"I-15 NB @ East Bay / MP 262.4, UT",Daktronics,27x105,NA,FALSE,FALSE,9/8/2016,NA,NA,NA,NA,NA,FALSE,NA
236,100232,I-70,WB,Salina VMS / MP 58.66,NA,SE,6810,"I-70 WB @ Salina VMS / MP 58.66, SE",R4,58.66, 38.931494,-111.819627,10.142.5.14:161,"I-70 WB @ Salina VMS / MP 58.66, SE",Daktronics,27x105,NA,FALSE,FALSE,9/8/2016,NA,NA,NA,NA,NA,FALSE,NA
237,100233,Timpanogos Hwy / 11000 N / SR-92,WB,Tamarack Dr,HLD,UT,6828,"Timpanogos Hwy / 11000 N / SR-92 WB @ Tamarack Dr, HLD",R3,4.03, 40.431944,-111.817311,10.212.23.152:2101,"(Commuter Lane Closed Flasher) Timpanogos Hwy / 11000 N / SR-92 WB @ Tamarack Dr, HLD",ADAM,Flasher,NA,FALSE,FALSE,9/8/2016,NA,NA,NA,NA,NA,FALSE,NA
238,100234,Highland Blvd,SB,Timpanogos Hwy / 11000 N / SR-92,HLD,UT,6829,"Highland Blvd SB @ Timpanogos Hwy / 11000 N / SR-92, HLD",R3,3.78, 40.433087,-111.822150,10.212.23.152:2102,"(Commuter Lane Closed Flasher) Highland Blvd SB @ Timpanogos Hwy / 11000 N / SR-92, HLD",ADAM,Flasher,NA,FALSE,FALSE,9/8/2016,NA,NA,NA,NA,NA,FALSE,NA
239,100237,Deer Valley Dr / SR-224,NB,Milepost 5.38,PKC,SU,6870,"Deer Valley Dr / SR-224 NB @ Milepost 5.38, PKC",R2,5.38,40.65389,-111.502285,10.213.6.38:5102,"Deer Valley Dr / SR-224 NB @ Milepost 5.38, PKC",Wanco,NTCIP,NA,FALSE,FALSE,1/12/2017,NA,NA,NA,NA,NA,FALSE,NA
240,100240,Park Ave / SR-224,SB,Milepost 6.26,PKC,SU,6871,"Park Ave / SR-224 SB @ Milepost 6.26, PKC",R2,6.26,40.662309,-111.512514,10.213.9.154:5102,"Park Ave / SR-224 SB @ Milepost 6.26, PKC",Wanco,NTCIP,NA,FALSE,FALSE,1/12/2017,NA,NA,NA,NA,NA,FALSE,NA
241,100239,Kearns Blvd / SR-248,EB,Park City HS / MP 0.78,PKC,SU,6872,"Kearns Blvd / SR-248 EB @ Park City HS / MP 0.78, PKC",R2,0.78,40.665853,-111.496718,10.213.9.202:5102,"Kearns Blvd / SR-248 EB @ Park City HS / MP 0.78, PKC",Wanco,NTCIP,NA,FALSE,FALSE,1/12/2017,NA,NA,NA,NA,NA,FALSE,NA
242,100241,Kearns Blvd / SR-248,WB,Milepost 1.39,PKC,SU,6873,"Kearns Blvd / SR-248 WB @ Milepost 1.39, PKC",R2,1.39,40.668434,-111.486229,10.213.9.23:5102,"Kearns Blvd / SR-248 WB @ Milepost 1.39, PKC",Wanco,NTCIP,NA,FALSE,FALSE,1/12/2017,NA,NA,NA,NA,NA,FALSE,NA
243,100242,Timpanogos Hwy / 3500 N / SR-92,EB,Digital Dr,LHI,UT,6012,"Timpanogos Hwy / 3500 N / SR-92 EB @ Digital Dr, LHI",R3,0.29, 40.431286,-111.887985,10.212.20.144:502,"(Commuter Lane Closed Flasher) Timpanogos Hwy / 3500 N / SR-92 EB @ Digital Dr, LHI",Adam,Flasher,NA,FALSE,FALSE,4/18/2017,NA,NA,NA,NA,NA,FALSE,NA
244,100243,State St / SR-9,EB,Milepost 1.42,HRC,WN,6940,"State St / SR-9 EB @ Milepost 1.42, HRC",R4,1.42, 37.161205,-113.430040,10.149.5.142:5102,"State St / SR-9 EB @ Milepost 1.42, HRC",Wanco,NTCIP,10,TRUE,TRUE,6/15/2017,6/15/2027,NA,NA,NA,NA,FALSE,NA
245,100244,I-15,NB,3200 N / MP 350.3,PLV,WB,40400,"I-15 NB @ 3200 N / MP 350.3, PLV",R1,350.3,41.320213,-112.026651,10.235.10.214.161,"I-15 NB @ 3200 N / MP 350.3, PLV",Daktronics,27x105,10,TRUE,TRUE,1/24/2018,1/1/2028,NA,NA,NA,NA,FALSE,NA
246,100290,I-15,NB,11450 S / MP 292.46,DPR,SL,41973,"I-15 NB @ 11450 S / MP 292.46, DPR",R2,292.46,40.542045,-111.893906,10.208.20.142:161,"I-15 NB @ 11450 S / MP 292.46, DPR",Daktronics,Color 96X336,10,TRUE,TRUE,7/28/2021,7/28/2031,NA,NA,NA,20083,FALSE,NA
247,100246,SR-201,WB,1300 W / MP 15.74,SLC,SL,40410,"SR-201 WB @ 1300 W / MP 15.74, SLC",R2,15.74,40.724485,-111.929729,10.205.5.126:161,"SR-201 WB @ 1300 W / MP 15.74, SLC",Daktronics,27x105,10,TRUE,TRUE,2/15/2018,2/15/2028,NA,NA,NA,NA,FALSE,NA
248,100247,I-215 S,EB,2300 E / MP 7.3,CWH,SL,40406,"I-215 S EB @ 2300 E / MP 7.3, CWH",R2,7.3,40.634239,-111.824884,10.208.11.86:161,"I-215 S EB @ 2300 E / MP 7.3, CWH",Daktronics,27x105,10,TRUE,TRUE,2/15/2018,2/15/2018,NA,NA,NA,NA,FALSE,NA
249,100248,Center St / SR-14,EB,Milepost 1,CDC,RN,40511,"Center St / SR-14 EB @ Milepost 1, CDC",R4,1,37.673917,-113.045891,10.252.10.14,"Center St / SR-14 EB @ Milepost 1, CDC",Adaptive,Wanco NTCIP,10,TRUE,TRUE,10/25/2018,10/1/2028,NA,NA,NA,NA,FALSE,NA
250,100250,US-40,NB,Milepost 1.85,NA,SU,40510,"US-40 @ Milepost 1.85, SU",R2,1.85,40.711716,-111.481927,10.213.5.226,"US-40 NB @ Milepost 1.85, SU",Daktronics,27x105,10,TRUE,TRUE,10/25/2018,10/1/2028,NA,NA,NA,NA,FALSE,NA
251,100251,(Chain-up) I-80,EB,5200 W,SLC,SL,40536,"(Chain-up) I-80 EB @ 5200 W, SLC",R2,113.67,40.770729,-112.015609,10.252.204.142,"(Chain-up) I-80 EB @ 5200 W, SLC",ADAM,Chain-up,NA,FALSE,FALSE,11/27/2018,NA,NA,NA,NA,NA,FALSE,NA
252,100252,(Chain-up) I-80,WB,Silver Creek Jct / US-40,NA,SU,40537,"(Chain-up) I-80 WB @ Silver Creek Jct / US-40, SU",R2,146.74,40.730811,-111.499883,10.252.206.14,"(Chain-up) I-80 WB @ Silver Creek Jct / US-40, SU",ADAM,Chain-up,NA,FALSE,FALSE,11/27/2018,NA,NA,NA,NA,NA,FALSE,NA
253,100253,SR-14,WB,Mammoth Creek Rd / Duck Creek Ridge Rd / MP 31.46,NA,KN,40563,"SR-14 WB @ Mammoth Creek Rd / Duck Creek Ridge Rd / MP 31.46, KN",R4,31.46,37.517839,-112.646394,10.252.10.78,"SR-14 WB @ Mammoth Creek Rd / Duck Creek Ridge Rd / MP 31.46, KN",Adaptive,Wanco NTCIP,10,TRUE,TRUE,1/10/2019,1/10/2029,NA,NA,NA,NA,FALSE,NA
254,100254,(Chain-up) US-6,WB,US-191 / MP 229.82,NA,CC,40487,"US-6 @ US-191 / MP 229.82, CC",R4,229.82,39.727085,-110.867333,10.137.5.26,"(Chain-up) US-6 WB @ US-191 / MP 229.82, CC",ADAM,Chain-up,NA,FALSE,FALSE,1/10/2019,NA,NA,4460,Castle Gate,NA,FALSE,NA
255,100255,(Chain-up) US-6,EB,Tie Fork Rest Area / MP 202.05,NA,UT,10323,"US-6 EB @ Tie Fork Rest Area / MP 202.05, UT",R3,202.05,39.951698,-111.223458,10.167.11.14,"(Chain-up) US-6 EB @ Tie Fork Rest Area / MP 202.05, UT",ADAM,Chain-up,NA,FALSE,FALSE,1/10/2019,NA,NA,NA,NA,NA,FALSE,NA
256,100256,I-70,WB,Milepost 25.15,JSP,SE,40564,"I-70 WB @ Milepost 25.15, SE",R4,25.15,38.616162,-112.229872,10.252.10.206,"I-70 WB @ Milepost 25.15, SE",Adaptive,Wanco NTCIP,10,TRUE,TRUE,1/10/2019,1/10/2029,NA,4464,Richfield,NA,FALSE,NA
257,100261,I-15,SB,Milepost 95.3,NA,RN,40784,"I-15 SB @ SR-20 / MP 95.3, RN",R4,95.3,38.081855,-112.680158,10.252.5.142,"I-15 SB @ SR-20 / MP 95.3, RN",Adaptive,Wanco NTCIP,10,TRUE,TRUE,6/20/2019,6/1/2029,NA,NA,NA,NA,FALSE,NA
258,100264,(Chain-Up) I-80,EB,1900 E / MP 126,SLC,SL,10368,"I-80 EB @ 1900 E / MP 126, SLC",R2,126,40.717183,-111.836386,10.202.18.152,"(Chain-Up) I-80 EB @ 1900 E / MP 126, SLC",ADAM,Chain-up,NA,FALSE,FALSE,6/20/2019,NA,NA,NA,NA,NA,FALSE,NA
259,100265,(Chain-Up) I-215 E,NB,3100 S / MP 1.62,MCK,SL,10225,"I-215 E NB @ 3100 S / MP 1.62, MCK",R2,1.62,40.703297,-111.794871,10.202.18.16,"(Chain-Up) I-215 E NB @ 3100 S / MP 1.62, MCK",ADAM,Chain-up,NA,FALSE,FALSE,6/20/2019,NA,NA,NA,NA,NA,FALSE,NA
260,100267,I-15,SB,800 N / MP 364.92,BRC,BE,40919,"I-15 SB @ 800 N / MP 364.92, BRC",R1,364.92,41.525085,-112.065105,10.237.5.50,"I-15 SB @ 800 N / MP 364.92, BRC",Daktronics,27x105,10,TRUE,TRUE,10/3/2019,10/3/2029,NA,NA,NA,NA,FALSE,NA
261,100268,I-15,NB,800 S / MP 327.4,KAY,DA,40927,"I-15 NB @ 800 S / MP 327.4, KAY",R1,327.4,41.020999,-111.942700,10.232.8.98,"I-15 NB @ 800 S / MP 327.4, KAY",Daktronics,27x105,10,TRUE,TRUE,10/3/2019,10/3/2029,NA,NA,NA,NA,FALSE,NA
262,100269,I-15,SB,300 S / MP 356.28,WIL,BE,40928,"I-15 SB @ 300 S / MP 356.28, WIL",R1,356.28,41.403782,-112.048274,10.235.10.238,"I-15 SB @ 300 S / MP 356.28, WIL",Daktronics,27x105,10,TRUE,TRUE,10/3/2019,10/3/2029,NA,NA,NA,NA,FALSE,NA
263,100270,I-84 / Weber Canyon,WB,Milepost 91.35,NA,MN,40920,"I-84 / Weber Canyon WB @ Milepost 91.35, MN",R1,91.35,41.139698,-111.848265,10.232.8.154,"I-84 / Weber Canyon WB @ Milepost 91.35, MN",Daktronics,27x105,10,TRUE,TRUE,10/3/2019,10/3/2029,NA,NA,NA,NA,FALSE,NA
264,100271,US-89,SB,Shepard Ln / MP 396.65,FRM,DA,40929,"US-89 SB @ Shepard Ln / MP 396.65, FRM",R1,396.65,40.999555,-111.907388,10.232.13.110,"US-89 SB @ Shepard Ln / MP 396.65, FRM",Daktronics,27x105,10,TRUE,TRUE,10/3/2019,10/3/2029,NA,0,NA,NA,FALSE,NA
265,100273,Deer Valley Dr / SR-224,SB,Milepost 5.27,PKC,SU,40965,"Deer Valley Dr / SR-224 SB @ Milepost 5.27, PKC",R2,5.27,40.652453,-111.501797,10.213.6.50,"Deer Valley Dr / SR-224 SB @ Milepost 5.27, PKC",Daktronics,Daktron 18x75,10,TRUE,TRUE,3/11/2020,3/11/2030,NA,0,NA,NA,FALSE,NA
266,NA,Bangerter Hwy / SR-154,NB,7050 S,WJD,SL,40989,"Bangerter Hwy / SR-154 NB @ 7050 S, WJD",R2,13.79,40.622550,-111.976250,10.212.10.175,"Bangerter Hwy / SR-154 NB @ 7050 S, WJD",NA,NA,10,TRUE,TRUE,4/13/2020,4/13/2030,NA,0,NA,NA,FALSE,NA
267,100275,I-15,NB,Portage / MP 398.06,PTG,BE,40992,"I-15 RWIS NB @ Portage / MP 398.06, BE",R1,398.06,41.967629,-112.180962,10.252.5.206,"I-15 NB @ Portage / MP 398.06, BE",Wanco,NTCIP,10,TRUE,TRUE,6/24/2020,6/24/2030,NA,NA,NA,NA,FALSE,NA
268,100276,I-84,WB,Milepost 16.45,NA,BE,41237,"I-84 WB @ Milepost 16.45, BE",R1,16.45,41.895007,-112.562322,10.252.5.78,"I-84 WB @ Milepost 16.45, BE",Wanco,NTCIP,10,TRUE,TRUE,6/24/2020,6/24/2030,NA,NA,NA,NA,FALSE,NA
269,100277,SR-36,NB,Milepost 62.55,STP,TE,41317,"SR-36 NB @ Milepost 62.55, STP",R2,62.55,40.648412,-112.288370,10.218.6.214,"SR-36 NB @ Milepost 62.55, STP",Daktronics,Color 96x336,10,TRUE,TRUE,8/25/2020,8/25/2030,NA,0,NA,NA,FALSE,NA
270,100278,I-80,WB,Milepost 105.5,NA,SL,41349,"I-80 WB @ Milepost 105.5, SL",R2,105.5,40.758379,-112.167670,10.218.6.86,"I-80 WB @ Milepost 105.5, SL",Daktronics,Color 96x336,10,TRUE,TRUE,12/15/2020,12/1/2030,NA,NA,NA,NA,FALSE,NA
271,100279,US-40,WB,500 E / MP 87,DCH,DU,41549,"US-40 @ 500 E / MP 87, DCH",R3,87,40.162828,-110.393512,10.175.111.142,"US-40 WB @ 500 E / MP 87, DCH",Daktronics,Color 96x336,10,TRUE,TRUE,12/15/2020,12/1/2030,NA,NA,NA,NA,FALSE,NA
272,100280,US-40,SB,2100 S / MP 18.91,HBR,WA,41550,"US-40 SB @ 2100 S / MP 18.91, HBR",R3,18.91,40.481684,-111.402107,10.171.5.76,"US-40 SB @ 2100 S / MP 18.91, HBR",Daktronics,Color 96x336,10,TRUE,TRUE,12/15/2020,12/1/2030,NA,NA,NA,NA,FALSE,NA
273,100281,I-15,NB,950 N / MP 280.8,LHI,UT,6556,"I-15 NB @ 950 N / MP 280.8, LHI",R3,280.8,40.399446,-111.846544,10.212.12.38:161,"I-15 NB @ 950 N / MP 280.8, LHI",Daktronics,Color 96x336,10,TRUE,TRUE,4/5/2021,4/5/2031,NA,NA,NA,NA,FALSE,NA
274,100282,I-15,SB,950 N / MP 280.8,LHI,UT,6090,"I-15 SB @ 950 N / MP 280.8, LHI",R3,280.8,40.398960,-111.846967,10.212.12.38:46002,"I-15 SB @ 950 N / MP 280.8, LHI",Daktronics,Color 96x336,10,TRUE,TRUE,4/5/2021,4/5/2031,NA,NA,NA,NA,FALSE,NA
275,100283,I-15,NB,Milepost 204.4,NA,JU,41726,"I-15 NB @ Milepost 204.4, JU",R3,204.4,39.459999,-112.004800,10.174.5.38:161,"I-15 NB @ Milepost 204.4, JU",Daktronics,Color 96x336,10,TRUE,TRUE,4/5/2021,4/5/2031,NA,NA,NA,NA,FALSE,NA
276,100284,Foothill Dr / SR-186,SB,2180 S / MP 8.12,SLC,SL,41762,"Foothill Dr / SR-186 SB @ 2180 S / MP 8.12, SLC",R2,8.12,40.723982,-111.813874,10.202.5.110,"Foothill Dr / SR-186 SB @ 2180 S / MP 8.12, SLC",Daktronics,Color 48x160,10,TRUE,TRUE,7/1/2021,7/1/2031,NA,NA,NA,NA,FALSE,NA
277,100285,I-15,SB,Milepost 246.48,STQ,UT,41923,"I-15 @ Milepost 246.48, STQ",R3,246.48,39.998004,-111.763321,10.167.10.86,"I-15 SB @ Milepost 246.48, STQ",Daktronics,Color 96x336,10,TRUE,TRUE,7/1/2021,7/1/2031,NA,NA,NA,NA,FALSE,NA
278,100286,I-15,NB,Milepost 246.48,STQ,UT,41923,"I-15 @ Milepost 246.48, STQ",R3,246.48,39.998007,-111.763170,10.167.10.86,"I-15 NB @ Milepost 246.48, STQ",Daktronics,Color 96x336,10,TRUE,TRUE,7/1/2021,7/1/2031,NA,NA,NA,NA,FALSE,NA
279,100287,Mountain View / SR-85,NB,2400 S,WVC,SL,41921,"Mountain View / SR-85 NB @ 2400 S, WVC",R2,22.8,40.718020,-112.029502,10.217.7.154,"Mountain View / SR-85 NB @ 2400 S, WVC",Daktronics,Color 96x336,10,TRUE,TRUE,7/1/2021,7/1/2031,NA,NA,NA,NA,FALSE,NA
280,100288,Mountain View / SR-85,SB,1500 S,SLC,SL,41924,"Mountain View / SR-85 SB @ 1500 S, SLC",R2,NA,40.737249,-112.029749,10.217.7.38,"Mountain View / SR-85 SB @ 1500 S, SLC",Daktronics,Color 96x336,10,TRUE,TRUE,7/1/2021,7/1/2031,NA,NA,NA,NA,FALSE,NA
281,100289,Mountain View / SR-85,NB,3400 S,WVC,SL,41925,"Mountain View / SR-85 NB @ 3400 S, WVC",R2,NA,40.699024,-112.028260,10.217.8.26,"Mountain View / SR-85 NB @ 3400 S, WVC",Daktronics,Color 96x336,10,TRUE,TRUE,7/1/2021,7/1/2031,NA,NA,NA,NA,FALSE,NA
282,100292,I-15,NB,8050 S / MP 296.85,MDV,SL,41955,"I-15 NB @ 8050 S / MP 296.85, MDV",R2,296.85,40.6050529,-111.904137,10.212.6.74,"I-15 NB @ 8050 S / MP 296.85, MDV",Daktronics,Color 96X336,10,TRUE,TRUE,7/28/2021,7/28/2031,NA,NA,NA,20139,FALSE,0
